   149577866.58501232        2573291.2536779409     
  
   149511472.88935488        5145821.0672061248     
  
   149400838.55900654        7716828.2257459024     
  
   149245996.33080611        10285551.965014169     
  
   149046992.02276561        12851232.196394479     
  
   148803884.52051243        15413109.731848240     
  
   148516745.75986528        17970426.508559413     
  
   148185660.70554805        20522425.813246261     
  
   147810727.32604870        23068352.506073765     
  
   147392056.56463039        25607453.244100485     
  
   146929772.30650309        28138976.704193659     
  
   146424011.34216586        30662173.805346686     
  
   145874923.32693022        33176297.930333160     
  
   145282670.73663723        35680605.146631844     
  
   144647428.81958044        38174354.426557235     
  
   143969385.54464978        40656807.866530627     
  
   143248741.54571137        43127230.905426681     
  
   142485710.06223956        45584892.541931033     
  
   141680516.87621936        48029065.550844498     
  
   140833400.24533698        50459026.698269881     
  
   139944610.83247927        52874056.955617890     
  
   139014411.63156211        55273441.712368570     
  
   138043077.88971034        57656470.987525441     
  
   137030897.02581167        60022439.639699779     
  
   135978168.54546902        62370647.575762913     
  
   134885203.95237663        64700399.958004594     
  
   133752326.65614551        67011007.409736395     
  
   132579871.87660627        69301786.219279125     
  
   131368186.54461704        71572058.542273998     
  
   130117629.19940628        73821152.602257669     
  
   128828569.88248049        76048402.889441669     
  
   127501390.02812852        78253150.357637659     
  
   126136482.35055465        80434742.619270056     
  
   124734250.72767392        82592534.138418198     
  
   123295110.08160426        84725886.421831489     
  
   121819486.25589037        86834168.207860053     
  
   120307815.88949616        88916755.653246209     
  
   118760546.28760271        90973032.517720178     
  
   117178135.28925008        93002390.346346512     
  
   115561051.13186213        95004228.649566680     
  
   113909772.31269459        96977955.080884621     
  
   112224787.44724700        98922985.612142906     
  
   110506595.12468074        100838744.70633739     
  
   108755703.76028602        102724665.48791927     
  
   106972631.44504097        104580189.91053435     
  
   105157905.79230800        106404768.92214972     
  
   103312063.78171223        108197862.62751877     
  
   101435651.60024861        109958940.44793712     
  
   99529224.480664492        111687481.27824128     
  
   97593346.537165508        113382973.64100453     
  
   95628590.598493457        115044915.83788364     
  
   93635538.038425654        116672816.09807205     
  
   91614778.603745550        118266192.72381556     
  
   89566910.239736021        119824574.23294720     
  
   87492538.913246542        121347499.49839939     
  
   85392278.433386832        122834517.88465220     
  
   83266750.269899979        124285189.38107674     
  
   81116583.369268760        125699084.73213507     
  
   78942413.968609542        127075785.56439729     
  
   76744885.407408908        128414884.51033890     
  
   74524647.937158749        129715985.32888126     
  
   72282358.528945997        130978703.02263993     
  
   70018680.679053947        132202663.95184582     
  
   67734284.212633044        133387505.94490570     
  
   65429845.085498594        134532878.40556917     
  
   63106045.184114724        135638442.41667062     
  
   60763572.123823240        136703870.84041524     
  
   58403119.045377314        137728848.41517946     
  
   56025384.409840390        138713071.84879735     
  
   53631071.791910589        139656249.90830499     
  
   51220889.671732061        140558103.50611684     
  
   48795551.225254871        141418365.78260806     
  
   46355774.113205172        142236782.18507862     
  
   43902280.268728696        143013110.54307571     
  
   41435795.683769688        143747121.14005238     
  
   38957050.194248997        144438596.78134084     
  
   36466777.264104716        145087332.85842076     
  
   33965713.768259265        145693137.40946305     
  
   31454599.774577066        146255831.17613184     
  
   28934178.324877732        146775247.65662694     
  
   26405195.215068873        147251233.15495223     
  
   23868398.774464216        147683646.82639426     
  
   21324539.644352019        148072360.71919858     
  
   18774370.555879224        148417259.81243062     
  
   16218646.107317587        148718242.05001077     
  
   13658122.540776918        148975218.37091270     
  
   11093557.518432135        149188112.73551670     
  
   8525709.8983300645        149356862.14810994     
  
   5955339.5098424070        149481416.67552695     
  
   3383206.9288311345        149561739.46192491     
  
   810073.25259332499        149597806.73968932     
  
  -1763300.1253486299        149589607.83646685     
  
  -4336151.7405442996        149537145.17832342     
  
  -6907720.2829334782        149440434.28902617     
  
  -9477244.8221189324        149299503.78545007     
  
  -12043965.032526476        149114395.36911008     
  
  -14607121.418386398        148885163.81382167     
  
  -17165955.538469199        148611876.94949317     
  
  -19719710.230509281        148294615.64205474     
  
  -22267629.835250348        147933473.76953015     
  
  -24808960.420045752        147528558.19425812     
  
  -27342950.001948241        147079988.73127154     
  
  -29868848.770222653        146587898.11284411     
  
  -32385909.308215801        146052431.94921479     
  
  -34893386.814518183        145473748.68550137     
  
  -37390539.323351420        144852019.55481640     
  
  -39876627.924117059        144187428.52759922     
  
  -42350916.980041064        143480172.25717869     
  
  -44812674.345849723        142730460.02158341     
  
  -47261171.584412299        141938513.66161597     
  
  -49695684.182286642        141104567.51520988     
  
  -52115491.764103457        140228868.34808895     
  
  -54519878.305726402        139311675.28074875     
  
  -56908132.346124493        138353259.71178266     
  
  -59279547.197894335        137353905.23757458     
  
  -61633421.156369917        136313907.56838253     
  
  -63969057.707257770        135233574.44083744     
  
  -66285765.732736394        134113225.52688377     
  
  -68582859.715959162        132953192.33918780     
  
  -70859659.943899408        131753818.13304287     
  
  -73115492.708478332        130515457.80479971     
  
  -75349690.505916312        129238477.78685194     
  
  -77561592.234247804        127923255.93920860     
  
  -79750543.388942599        126570181.43768454     
  
  -81915896.256574348        125179654.65874296     
  
  -84057010.106479630        123752087.06102367     
  
  -86173251.380351409        122287901.06359158     
  
  -88263993.879709244        120787529.92094278     
  
  -90328618.951192603        119251417.59480366     
  
  -92366515.669621065        117680018.62276216     
  
  -94377081.018767625        116073797.98376966     
  
  -96359720.069792390        114433230.96055293     
  
  -98313846.157282338        112758802.99897753     
  
  -100238881.05284666        111051009.56440359     
  
  -102134255.13621528        109310355.99507707     
  
  -103999407.56378990        107537357.35259965     
  
  -105833786.43459877        105732538.26952106     
  
  -107636848.95360444        103896432.79410002     
  
  -109408061.59231794        102029584.23227827     
  
  -111146900.24667022        100132544.98691592     
  
  -112852850.39209525        98205876.394334808     
  
  -114525407.23577875        96250148.558217987     
  
  -116164075.86602663        94265940.180915877     
  
  -117768371.39871025        92253838.392206982     
  
  -119337819.12074433        90214438.575565651     
  
  -120871954.63055478        88148344.191987574     
  
  -122370323.97549613        86056166.601424411     
  
  -123832483.78617640        83938524.881882206     
  
  -125258001.40765089        81796045.646234795     
  
  -126646455.02744509        79629362.856808841     
  
  -127997433.80036977        77439117.637793124     
  
  -129310537.97009042        75225958.085529238     
  
  -130585378.98741570        72990539.076739326     
  
  -131821579.62526973        70733522.074746668     
  
  -133018774.09031385        68455574.933748439     
  
  -134176608.13118561        66157371.701196358     
  
  -135294739.14332199        63839592.418345325     
  
  -136372836.27033657        61502922.919028580     
  
  -137410580.50192046        59148054.626718163     
  
  -138407664.76823765        56775684.349932306     
  
  -139363794.03078756        54386514.076048501     
  
  -140278685.36970729        51981250.763584703     
  
  -141152068.06748772        49560606.133009613     
  
  -141983683.68907961        47125296.456143253     
  
  -142773286.15836439        44676042.344211690     
  
  -143520641.83096871        42213568.534616873     
  
  -144225529.56340000        39738603.676486060     
  
  -144887740.77848309        37251880.115063831     
  
  -145507079.52707851        34754133.675009750     
  
  -146083362.54606405        32246103.442667406     
  
  -146616419.31256261        29728531.547367416     
  
  -147106092.09440002        27202162.941830564     
  
  -147552235.99677831        24667745.181735568     
  
  -147954719.00515023        22126028.204515941     
  
  -148313422.02428249        19577764.107453059     
  
  -148628238.91349620        17023706.925129142     
  
  -148899076.51807410        14464612.406307926     
  
  -149125854.69682500        11901237.790307235     
  
  -149308506.34579787        9334341.5829310790     
  
  -149446977.41813782        6764683.3320270227     
  
  -149541226.94007871        4193023.4027345581     
  
  -149591227.02306727        1620122.7524926171     
  
  -149596962.87201551       -953257.29412916233     
  
  -149558432.78967842       -3526355.2707071444     
  
  -149475648.17715627       -6098409.7942823786     
  
  -149348633.53052104       -8668659.7906552497     
  
  -149177426.43356800       -11236344.719587766     
  
  -148962077.54669452       -13800704.799848845     
  
  -148702650.59190968       -16360981.234034356     
  
  -148399222.33397889       -18916416.433096025     
  
  -148051882.55770892       -21466254.240513463     
  
  -147660734.04138073       -24009740.156041306     
  
  -147225892.52633700       -26546121.558967277     
  
  -146747486.68273419       -29074647.930813398     
  
