   185993236.59253573        11098596.363476884     
  
   183024797.63720709        21747539.783802837     
  
   178247507.10096598        31520813.480957445     
  
   171907115.88454956        40038428.474201418     
  
   164329363.76606241        46986391.693600342     
  
   155902830.29429165        52133199.177558228     
  
   147058477.60028586        55341985.935144186     
  
   138246962.27929422        56577692.745997980     
  
   129914910.96235414        55908872.548803329     
  
   122481408.76250827        53504041.316454947     
  
   116315938.57172832        49622765.570675433     
  
   111718932.79131334        44601955.825850308     
  
   108905961.52323124        38838087.678870723     
  
   107996389.77542029        32766286.687507831     
  
   109007100.92236012        26837378.313915037     
  
   111851616.90336744        21494111.357295267     
  
   116344661.48098895        17147806.818834499     
  
   122211926.28272502        14156661.741240177     
  
   129104525.40171462        12806850.424121082     
  
   136617377.46038356        13297418.123333924     
  
   144310547.24419108        15729762.652873509     
  
   151732423.17917889        20102257.736353680     
  
   158443510.26229906        26310301.221325386     
  
   164039585.64724717        34151785.628825992     
  
   168172997.64708143        43337703.002787068     
  
   170570986.67127264        53507325.682375729     
  
   171050063.42173535        64247163.679572254     
  
   169525687.27333403        75112700.490795642     
  
   166016735.22830510        85651762.875607803     
  
   160644526.13103089        95428294.100520879     
  
   153626451.51679462        104045278.90178536     
  
   145264548.45031777        111165613.08633979     
  
   135929616.03422326        116529818.91305000     
  
   126041711.91104259        119969673.47858152     
  
   116048055.69006635        121417032.52884334     
  
   106399502.76597095        120907385.09694484     
  
   97526827.270589188        118577951.81161499     
  
   89818062.948929772        114660427.01755151     
  
   83598095.046426773        109468746.87383515     
  
   79111577.769468904        103382527.49862820     
  
   76510076.776324391        96827045.217683837     
  
   75844113.690621927        90250813.046170086     
  
   77060531.518243492        84101934.101142839     
  
   80005319.681425780        78804477.041378573     
  
   84431749.912969887        74736117.471318930     
  
   90013394.615225956        72208222.587655097     
  
   96361342.207017779        71449427.700421840     
  
   103044702.99327855        72593569.399135947     
  
   109613325.83280841        75672610.739536166     
  
   115621529.47203338        80614930.976436689     
  
   120651598.98627110        87249069.903190270     
  
   124335810.13790455        95312729.651197419     
  
   126375821.97180595        104466559.97638983     
  
   126558416.54108533        114312001.18969116     
  
   124766756.99434495        124412245.23707280     
  
   120986571.23173366        134315211.25158587     
  
   115306935.52612381        143577325.82955900     
  
   107915616.83910304        151786855.91103613     
  
   99089219.067894846        158585565.70154536     
  
   89178652.053079054        163687557.31806672     
  
   78590688.452273533        166894303.13011381     
  
   67766579.574371353        168105078.28919971     
  
   57158856.126344420        167322244.13831061     
  
   47207535.396151379        164651104.31465623     
  
   38316987.648706883        160294341.12825263     
  
   30834679.801558837        154541325.16892758     
  
   25032915.600521050        147752861.03924349     
  
   21094533.737677626        140342172.41692412     
  
   19103316.952547073        132753127.66457199     
  
   19039617.104953848        125436852.50053069     
  
   20781426.566244029        118827961.17226101     
  
   24110839.504901275        113321657.66078287     
  
   28725562.842985928        109252912.63392627     
  
   34254870.774331324        106878812.56944114     
  
   40279162.764011674        106365010.44136479     
  
   46352095.210792348        107776991.39909799     
  
   52024121.440532163        111076613.33977224     
  
   56866200.544175424        116124104.53001146     
  
   60492426.683571346        122685413.09746197     
  
   62580387.330001488        130444521.41486020     
  
   62888178.481050417        139020076.97771260     
  
   61267180.924902111        147985464.09576029     
  
   57669924.818956472        156891259.54556251     
  
   52152628.469568446        165288889.80621731     
  
   44872277.624346338        172754244.23186988     
  
   36078399.052319534        178910000.83456141     
  
   26099961.554280959        183445489.13699934     
  
   15328094.105922610        186133044.23777628     
  
   4195531.0810960671        186839990.98309541     
  
  -6846133.1651334073        185535627.23127797     
  
  -17350182.727992471        182292838.51394513     
  
  -26898261.687232971        177284259.07605818     
  
  -35122362.358936936        170773181.43182346     
  
  -41724162.507055253        163099693.08496350     
  
  -46490693.344739951        154662770.37059045     
  
  -49305513.354162224        145899272.24947616     
  
  -50154799.590181343        137260940.11524752     
  
  -49128035.748078242        129190614.66625015     
  
  -46413260.777594239        122098922.11830507     
  
  -42287128.234551877        116342657.32170209     
  
  -37100299.796789020        112206001.99675566     
  
  -31258942.046077106        109885567.02168825     
  
  -25203300.796338774        109480046.35471362     
  
  -19384481.127357915        110985027.35095581     
  
  -14240655.759943247        114293230.72977465     
  
